STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
11230200,HOOPER C BL DIV DAM NR FLORENCE LAKE CA,Non-ref,WestMnts,16.61609,18,37.305775,-118.950672,CA,,yes,23,23,20
11230215,SF SAN JOAQUIN R BL HOOPER C NR FLORENCE LAKE CA,Non-ref,WestMnts,480.1302,18,37.309664,-118.962061,CA,,yes,32,32,19
11230530,BEAR C BELOW DIV DAM NR LAKE THOMAS A EDISON CA,Non-ref,WestMnts,137.2545,18,37.335498,-118.975673,CA,,yes,22,22,19
11231500,MONO C BL LK THOMAS A EDISON CA,Non-ref,WestMnts,235.6596,18,37.361331,-118.992063,CA,,yes,88,60,20
11231600,MONO C BL DIV DAM NR MONO HOT SPRINGS CA,Non-ref,WestMnts,236.4354,18,37.359942,-118.998452,CA,,yes,27,27,20
11234760,SAN JOAQUIN R AB SHAKEFLAT C NR BIG CREEK CA,Non-ref,WestMnts,2600.879,18,37.316611,-119.329573,CA,,yes,50,50,20
11237000,BIG C BL HUNTINGTON LK CA,Non-ref,WestMnts,187.1235,18,37.221334,-119.212622,CA,,yes,68,44,20
11237700,PITMAN C NR TAMARACK MOUNTAIN CA,Non-ref,WestMnts,59.9805,18,37.199112,-119.215122,CA,,yes,32,32,18
11238500,BIG C NR MOUTH NR BIG CREEK CA,Non-ref,WestMnts,339.0264,18,37.207724,-119.321238,CA,,yes,28,23,20
11238600,SAN JOAQUIN R AB STEVENSON C NR BIG CREEK CA,Non-ref,WestMnts,3098.201,18,37.207724,-119.330127,CA,,yes,30,30,16
11239300,NF STEVENSON C A PERIMETER RD NR BIG C CA,Non-ref,WestMnts,11.691,18,37.13689,-119.25457,CA,,yes,20,20,20
11241500,STEVENSON C A SHAVER LK CA,Non-ref,WestMnts,76.284,18,37.144669,-119.308459,CA,,yes,31,23,20
11242000,SAN JOAQUIN R AB WILLOW C NR AUBERRY CA,Non-ref,WestMnts,3358.396,18,37.144392,-119.454577,CA,,yes,58,58,20
11246500,WILLOW C A MOUTH NR AUBERRY CA,Non-ref,WestMnts,335.4471,18,37.150781,-119.460411,CA,,yes,57,57,20
11255575,PANOCHE C A I-5 NR SILVER CREEK CA,Non-ref,WestXeric,772.1793,18,36.652451,-120.632119,CA,,yes,0,0,0
11523200,TRINITY R AB COFFEE C NR TRINITY CTR CA,Ref,WestMnts,382.9356,18,41.111257,-122.705579,CA,yes,yes,52,52,20
11525530,RUSH C NR LEWISTON CA,Ref,WestMnts,58.2327,18,40.72459,-122.834746,CA,,yes,6,6,6
11525670,INDIAN C NR DOUGLAS CITY CA,Ref,WestMnts,86.8896,18,40.651812,-122.914469,CA,,yes,5,5,5
11526500,NF TRINITY R A HELENA CA,Ref,WestMnts,391.9338,18,40.781809,-123.128365,CA,,yes,25,23,0
11355500,HAT C NR HAT CREEK CA,Ref,WestMnts,312.8085,18,40.68655,-121.424699,CA,,,67,45,5
11364300,HATCHET C BL DIV TO HATCHET C PP NR MNTGMRY C CA,Ref,WestMnts,79.668,18,40.87738,-121.86638,CA,,yes,9,9,9
11409300,OREGON C A CAMPTONVILLE CA,Ref,WestMnts,59.7024,18,39.446003,-121.046343,CA,,,33,33,11
11409500,OREGON C NR NORTH SAN JUAN CA,Ref,WestMnts,89.5077,18,39.40267,-121.077454,CA,,,58,20,0
11413320,DEADWOOD C NR STRAWBERRY VALLEY CA,Ref,WestMnts,8.2017,18,39.54989,-121.0944,CA,,yes,14,14,14
11413323,OWL GULCH NR STRAWBERRY VALLEY CA,Ref,WestMnts,5.3928,18,39.54545,-121.09523,CA,,yes,13,13,13
11390672,STONE CORRAL C NR SITES CA,Ref,WestXeric,99.54449,18,39.288221,-122.301091,CA,,,26,26,0
11451100,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,Ref,WestXeric,155.0943,18,39.165446,-122.619986,CA,yes,yes,38,38,20
11449500,KELSEY C NR KELSEYVILLE CA,Ref,WestXeric,95.3343,18,38.9274,-122.843605,CA,,yes,62,59,19
11426150,ONION C NR SODA SPRINGS CA,Ref,WestMnts,9.3366,18,39.267127,-120.364923,CA,,,20,20,0
11427700,DUNCAN CYN C NR FRENCH MEADOWS CA,Ref,WestMnts,25.5231,18,39.135738,-120.478535,CA,yes,yes,49,49,20
11431800,PILOT C AB STUMPY MEADOWS RES CA,Ref,WestMnts,30.006,18,38.894626,-120.568259,CA,,,47,47,18
11433260,NF OF MF AMERICAN R NR FORESTHILL CA,Ref,WestMnts,229.7169,18,39.024067,-120.71854,CA,,,20,20,0
11379000,ANTELOPE C NR RED BLUFF CA,Ref,WestXeric,318.9681,18,40.203767,-122.118327,CA,,,42,33,0
11371000,CLEAR C A FRENCH GULCH CA,Ref,WestMnts,298.3635,18,40.69487,-122.636684,CA,,,43,43,4
11381500,MILL C NR LOS MOLINOS CA,Ref,WestMnts,337.6305,18,40.054602,-122.024154,CA,yes,yes,81,60,20
11383500,DEER C NR VINA CA,Ref,WestMnts,539.7753,18,40.014047,-121.948318,CA,yes,yes,93,60,20
11384000,BIG CHICO C NR CHICO CA,Ref,WestMnts,187.8192,18,39.776273,-121.753866,CA,,,56,37,0
11195500,SAN EMIGDIO C A SAN EMIGDIO RANCHHOUSE CA,Ref,WestXeric,127.143,18,34.981637,-119.18511,CA,,,22,22,0
11196400,CALIENTE C AB TEHACHAPI C NR CALIENTE CA,Ref,WestXeric,424.9485,18,35.311348,-118.570367,CA,,,21,21,0
11224500,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,Ref,WestXeric,247.4352,18,36.214677,-120.470712,CA,yes,yes,64,60,20
11253310,CANTUA C NR CANTUA CREEK CA,Ref,WestXeric,120.4371,18,36.402174,-120.433492,CA,yes,yes,43,43,20
11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,Ref,WestMnts,51.9264,18,36.048281,-118.654256,CA,,yes,8,8,8
11206800,MARBLE FORK KAWEAH R AB TOKOPAH FALLS NR KAWEAH CA,Ref,WestMnts,19.8918,18,36.608554,-118.688709,CA,,yes,0,0,0
11199500,WHITE R NR DUCOR CA,Ref,WestXeric,239.8815,18,35.814675,-118.929263,CA,,,45,38,16
11204100,SF TULE R NR RESERVATION BNDRY NR PORTERVILLE CA,Ref,WestXeric,249.147,18,36.024116,-118.813426,CA,,yes,9,9,9
11197250,AVENAL C NR AVENAL CA,Ref,WestXeric,148.6161,18,35.854127,-120.127085,CA,,,25,25,0
11213500,KINGS R AB NF NR TRIMMER CA,Ref,WestMnts,2463.436,18,36.863281,-119.124282,CA,,,53,33,0
11220000,BIG C AB PINE FLAT RES NR TRIMMER CA,Ref,WestMnts,181.1484,18,36.916337,-119.244565,CA,,,20,20,0
11220500,SYCAMORE C AB PINE FLAT RES NR TRIMMER CA,Ref,WestXeric,145.467,18,36.920226,-119.309846,CA,,,20,20,0
11214000,NF KINGS R BL MEADOWBROOK CA,Ref,WestMnts,97.6698,18,37.08133,-118.862888,CA,,,36,25,0
11257100,MIAMI C NR OAKHURST CA,Ref,WestMnts,27.324,18,37.393553,-119.654318,CA,,,20,20,0
11274500,ORESTIMBA C NR NEWMAN CA,Ref,WestXeric,347.7503,18,37.315492,-121.125208,CA,yes,yes,77,60,20
11274630,DEL PUERTO C NR PATTERSON CA,Ref,WestXeric,187.4375,18,37.486599,-121.209103,CA,yes,yes,44,44,20
11337500,MARSH C NR BYRON CA,Ref,WestXeric,110.4759,18,37.873258,-121.727175,CA,,,30,30,0
11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,Ref,WestMnts,467.9761,18,37.731593,-119.558774,CA,yes,yes,94,60,20
11266500,MERCED R A POHONO BRIDGE NR YOSEMITE CA,Ref,WestMnts,833.0817,18,37.716871,-119.666279,CA,yes,yes,93,60,20
11269300,MAXWELL C A COULTERVILLE CA,Ref,WestXeric,44.2674,18,37.716041,-120.18991,CA,,,20,20,0
11281000,SF TUOLUMNE R NR OAKLAND RECREATION CAMP CA,Ref,WestMnts,225.216,18,37.821593,-120.012962,CA,,,78,52,12
11282000,M TUOLUMNE R A OAKLAND RECREATION CAMP CA,Ref,WestMnts,187.3494,18,37.828259,-120.011573,CA,,,85,52,12
11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,Ref,WestMnts,775.6002,18,37.916588,-119.659894,CA,,yes,2,2,2
11275000,FALLS C NR HETCH HETCHY CA,Ref,WestMnts,114.732,18,37.970754,-119.764343,CA,,,67,33,0
11283500,CLAVEY R NR BUCK MEADOWS CA,Ref,WestMnts,375.6798,18,37.90048,-120.071852,CA,,,32,32,5
11284400,BIG C AB WHITES GULCH NR GROVELAND CA,Ref,WestMnts,41.7168,18,37.841871,-120.18491,CA,yes,yes,40,40,20
11292500,CLARK FORK STANISLAUS R NR DARDANELLE CA,Ref,WestMnts,174.7566,18,38.363801,-119.871292,CA,,,44,44,5
11299600,BLACK C NR COPPEROPOLIS CA,Ref,WestXeric,37.3239,18,37.961036,-120.615203,CA,yes,yes,26,26,20
11315000,COLE C NR SALT SPRINGS DAM CA,Ref,WestMnts,54.0108,18,38.519078,-120.212693,CA,yes,yes,81,60,20
11334300,SF COSUMNES R NR RIVER PINES CA,Ref,WestMnts,166.2984,18,38.556851,-120.793268,CA,,,23,23,0
11226500,SAN JOAQUIN R A MILLER CROSSING CA,Ref,WestMnts,650.1708,18,37.510497,-119.197348,CA,,,47,40,2
11230500,BEAR C NR LAKE THOMAS A EDISON CA,Ref,WestMnts,135.5301,18,37.339386,-118.973451,CA,yes,yes,88,60,20
11237500,PITMAN C BL TAMARACK C CA,Ref,WestMnts,59.8239,18,37.198557,-119.213733,CA,yes,yes,81,60,20
